ID,CONSTITUENCY,MP,APPPELLANT NAME,DATE OF BIRTH,RACE,DWELLING TYPE,NRIC,CONTACT,SUBMITTED DATE,OUTCOME DATE,GOVERNMENT AGENCY NAME,PRIVATE ORGANISATION NAME,APPEAL CATEGORY,APPEAL STATUS,REASON FOR APPEAL,APPEAL OUTCOME,OUTCOME REMARKS,SUPPORTING DOCUMENTS FROM MP,URGENT,REAPPEAL,FOLLOW UP
2406110507,East Coast GRC - Bedok,Heng Swee Keat,WONG MEE YOUNG,30-Dec-51,Chinese,HDB 5 Room,S0077256I,84392127,11-Jun-24,11-Jun-24,,East Coast Town Council,,Appeal Sent,"My resident, Ms Wong Mee Young,

(A) has been suffering recurrent water seepage from the ceiling into her bathroom for a few years. 
(B) birds nesting above the area where she hangs her clothes. 

Issue A: 
Each time the seepages took place, Ms Wong contacted the town council, which sent a contractor to evaluate and repaint her ceiling (for free). 
The latest seepage happened 4 months ago. This time, when she reached the town council for assistance, she was told that she had to bear the cost of repainting her ceiling on her own. 

Ms Wong is displeased with the current state of affairs because: 
(1)The Town Council's past efforts to repaint the ceiling have only been symptomatic relief; while there were efforts to locate the root cause of the seepages, no definitive cause could be found and thus the Town Council  just painted over the affected area. 
(2)The Town Council is now asking her to pay for her repainting when they have been unable to find the root cause of the seepages. 

Issue B:
Ms Wong complains that birds would nest above the area where she hangs her clothes. Every time she goes out to hang the clothes, they would attack her, or she would find the clothes soiled by the birds' excrement. 

Ms Wong Mee Young would like to request for the following:

(1)The town council to send a representative down to thoroughly investigate the cause of the recurrent seepages and solve it definitively. 
(2) In the interim period while they diagnose the cause, can the Town Council repaint her ceiling, free of charge. 
(3) Install more aggressive measures to stop birds from nesting above her clothes hanging area. 

Please assist to advise her accordingly.",Pending,,N,N,N,
2406110647,East Coast GRC - Bedok,Heng Swee Keat,TAN TIONG SENG,18-Jan-69,Chinese,HDB 3 Room,S6901796G,91356308,11-Jun-24,1-Jul-24,Housing & Development Board (HDB),,Lease Admin Matters,Appeal Closed,"Mr Tan Tiong Seng has financial difficulties and has decided to rent out his 3-room flat at Blk 4 Bedok South Ave 1 # 06-811 Singapore 460004. 

He has engaged an Agent to do the transaction and the completion and handover to new tenant is supposed to be on 15 June 2024. To date his Agent is informing him that HDB has not given any official approval. This is causing distress to my resident as well as the new tenant. 

Please assist in expediting the application as he has already collected the rental fee.",Approved,"We have allowed him to rent out the flat and use the rental income to pay the
mortgage instalments and will follow up with him further once he has found a
job.",N,N,N,
2406110518,East Coast GRC - Bedok,Heng Swee Keat,POH CHAI NEO,7-Jul-49,Chinese,HDB 3 Room,S0623647B,94764947,11-Jun-24,3-Jul-24,Housing & Development Board (HDB),,Lease Admin Matters,Appeal Closed,"Mdm Poh is suffering from dementia and is currently staying in her late mother's flat. Her brother, Mr Poh Lye Huat is the Administrator of the flat. 

Her recent application to rent out one of the bedrooms was rejected by HDB's Ms Peggy Lim. Mdm Poh cannot sell the flat as instructed by HDB as she and her helper are staying in the flat. 

Please advise what are the options for her so that she can continue to stay in the flat and rent out the bedroom. 

Please contact Mr Poh Lye Huat at 9029 5731.",Rejected,Appeal to rent out bedroom rejected.,N,N,N,
2406110508,East Coast GRC - Bedok,Heng Swee Keat,NG XIAO LONG,22-Jun-92,Chinese,HDB 2 Room,S9221548B,92325995,11-Jun-24,12-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Permanent Residence,Appeal Sent,"The above constituent wishes to re-appeal for PR for his wife, Ms Lin XIAONA (FIN No. G3200135T).

Mr Ng is very disappointed that his wife’s application for PR had been rejected multiple times (latest application: RS-2023-PRE-000060356) and they do not know the reasons behind it. 

He would like to re-appeal as he has long term plans of building a family in Singapore with his wife. The couple have already been married for a year and are considering having children.

His wife has been working in Singapore for four to five years with him at an F&B business (food court stall). He earns $3200 per month and Ms Lin earns $3300 per month herself.

His wife has also signed up for some volunteering initiatives as she plans to contribute to the community.

They hope that ICA would reconsider his appeal. 

Kindly look into Mr Ng’s appeal and get in touch with him on how he could submit the necessary documents for ICA’s review and consideration.

Please reply to him directly with a copy to us. His email address is ngxi555@gmail.com.",Pending,,N,N,N,
2406110506,East Coast GRC - Bedok,Heng Swee Keat,TAN PENG HOON,12-Apr-71,Chinese,HDB 5 Room,S7113756B,96643093,11-Jun-24,26-Jun-24,Land Transport Authority (LTA),,Bicycle or E-scooter matters,Appeal Closed,"Mr Tan, a part time food delivery rider, has recently received a Notice of Active Mobility Offence for riding a power assisted bicycle up the ramp of an overpass. His notice number is AM11S2405220061R.

Mr Tan has multiple ailments, a history of high blood pressure and surgery to his collar region. He currently has multiple appointments with the Tan Tock Seng Hospital cardiology department. 

He says that his medical conditions have made it difficult for him to push his power assisted bicycle up the ramp of an overpass, and that this is the reason why he rode his bike up. 

Mr Tan is working another part time job in the day, and as such only does delivery in the evenings when he is already fatigued. His combined income from these 2 sources is not high and a fine would place a huge financial burden on him.

He kindly asks that his potential fine be waived owing to his medical situation.

Please review his case and respond to him via phone call in Mandarin.",Approved,waived,N,N,N,
2406080120,East Coast GRC - Bedok,Heng Swee Keat,Jearina Saundra Champion,1-Jan-71,Others,Condominium / Private Apartment,S7129112Z,,11-Jun-24,13-Jun-24,SkillsFuture Singapore (SSG),,Funding eligibility,Appeal Closed,"Ms Champion is about to graduate with a Post-Graduate Diploma in Counselling (PGDC) from the College of Allied Educators. Despite being an A level student and excelling in counselling, she is finding it difficult to secure employment; and counselling jobs offer salaries only between $2000-$3000 which is not sufficient to sustain a living in Singapore,

She was delighted to hear about the $4000 Skills Development Fund for Singaporeans aged 40 and above, but she is disappointed to learn that she could not use it to pay for her PGDC.

She would like to pursue her Master’s degree to improve her employability, but the cost is prohibitive. She is seeking to use her Skills Development Fund to help cover the expenses. 

Her financial situation is constrained, and she is reluctant to use her husband’s dwindling CPF savings, especially as he is now retired.

Therefore, she is  hoping to utilize her CPF (OA) and SDF to cover the expenses for her Master’s programme.

Please help review her request and offer her the relevant assistance.",Rejected,"MP Ref Number: As indicated in the appeal attachment

We refer to your appeal on 11 Jun 2024, on behalf of Ms Jearina Saundra Champion.

We have attached a copy of our reply to Ms Jearina Saundra Champion on the eligibility of 'Postgraduate Diploma in Counselling Psychology' by College of Allied Educators for SkillsFuture Credit (Mid-Career), for your record.

We are unable to accede to the request as the 'Postgraduate Diploma in Counselling Psychology' by College of Allied Educators does not meet the criteria for SkillsFuture Credit (Mid-Career).

If you require further clarifications, please contact Ms Daphne Chen at email daphne_chen@ssg.gov.sg.

Thank you.

Yours sincerely
Daphne Chen [Ms]",N,N,N,
2406080120,East Coast GRC - Bedok,Heng Swee Keat,Jearina Saundra Champion,1-Jan-71,Others,Condominium / Private Apartment,S7129112Z,,11-Jun-24,26-Jun-24,Central Provident Fund Board (CPF),,Education,Appeal Closed,"Ms Champion is about to graduate with a Post-Graduate Diploma in Counselling (PGDC) from the College of Allied Educators. Despite being an A level student and excelling in counselling, she is finding it difficult to secure employment; and counselling jobs offer salaries only between $2000-$3000 which is not sufficient to sustain a living in Singapore,

She was delighted to hear about the $4000 Skills Development Fund for Singaporeans aged 40 and above, but she is disappointed to learn that she could not use it to pay for her PGDC.

She would like to pursue her Master’s degree to improve her employability, but the cost is prohibitive. She is seeking to use her Skills Development Fund to help cover the expenses. 

Her financial situation is constrained, and she is reluctant to use her husband’s dwindling CPF savings, especially as he is now retired.

Therefore, she is  hoping to utilize her CPF (OA) and SDF to cover the expenses for her Master’s programme.

Please help review her request and offer her the relevant assistance.",Rejected,"Reroute to other agency: false

We are unable to accede to your request as the College of Allied Educators is
not an approved educational institution under the CPF Education Loan Scheme. As
the primary objective of the CPF is to help CPF members save for their
retirement, housing and healthcare needs, the use of CPF savings for education
is limited to only basic tertiary education for full-time government subsidised
diploma or degree courses offered by the local approved educational
institutions.

We shared alternative financing options (i.e. Organisational scholarships and
College in-house Monthly Instalment Plan) with member for her considerations.",N,N,N,
2406080119,East Coast GRC - Bedok,Heng Swee Keat,Lim Tze Hwee,1-Jan-00,Chinese,HDB Executive Flat,T0000410Z,89080301,11-Jun-24,12-Jun-24,Housing & Development Board (HDB),,Sales Matters,Appeal Closed,"Ms Lim is appealing for a deferred income assessment, and the recently announced lowered first downpayment of 2.5% for their Built-To-Order (BTO) flat application (Ref. no. 8057818J).

She and her boyfriend are concerned about the affordability of their BTO flat due to the income assessment on their HFE letter and high initial financial burden.

They applied for their BTO flat in October 2023 and successfully selected a unit in March 2024.

Unfortunately, at the time of applying for the HDB Flat Eligibility (HFE) letter in July 2023, she was still a final year university student. As such, her  income was not being considered for the current HFE loan amount.

Based on the current HFE loan amount, they are concerned that the first downpayment and the balance payment will be a significant financial burden for them especially since they will also be repaying their  university loans.

A deferred income assessment would allow for their future income to be considered closer to the flat completion date, providing a more accurate reflection of their combined financial standing. 

This would potentially increase their HDB loan amount and make the balance payment more manageable.

The recently announced lowered first downpayment of 2.5% would significantly reduces the initial financial burden.  This, combined with a deferred income assessment, would make homeownership a much more attainable goal for them.

Please assist to advise her accordingly.",Others,"Pending submission of docs for deferred income assessment and enhanced - staggered downpayment

Mr Heng Swee Kiat MP East Coast GRC Thank you for your referral of 8 Jun 2024
(Ref: 008-2406080119). Our reply to Miss Lim Tse Hwee enclosed for your
information, please.",N,N,N,
2406040676,East Coast GRC - Bedok,Heng Swee Keat,VICKY QU QIAN QIAN,23-Feb-00,Chinese,HDB 5 Room,T0071853F,81383036,6-Jun-24,7-Jun-24,Housing & Development Board (HDB),,Sales Matters,Appeal Closed,"My constituent appreciates the reply that HDB is looking into her appeal for a transfer of the BTO flat, Blk 532A Bishan St 14 #04-11. 

Ms Vicky came from China to Singapore at the age of 7, and has been studying here, and became Singapore citizen.  Ms Vicky explained that her parents divorced in 2015.   In 2020, she and her mother applied for a BTO flat as a family unit.  However, recently, her mother remarried and is now staying with her new husband.   

Ms Vicky herself has also found her fiance and is planning to get married. She has just qualified as a dentist, and her fiance has just graduated from Yale University.  They are hoping to get a HDB flat early and settle down. 

She requests  to replace the co-applicant for the BTO flat from her mother to her fiance.  That will allow them to continue to be on the queue, and to avoid the 5% cancellation fees.  

Kindly look into her appeal and do reply to her direct (qianqian135@gmail.com) with a copy to me. 

Thank you.",Rejected,Please refer to the attached reply,N,N,N,
2406040713,East Coast GRC - Bedok,Heng Swee Keat,Li Hui Wee,1-Jan-84,Chinese,HDB 3 Room,S8431119G,93361498,5-Jun-24,26-Jun-24,Housing & Development Board (HDB),,Sales Matters,Appeal Closed,"Ms Li hopes to secure a 2R flexi flat in this coming BTO exercise. Since she turned 35 years old, she has trying to secure for a unit and she can only apply for a non mature area. 

Ms Li managed to secure a flat at Tengah and Punggol; but it is too far for her parents and herself to visit one another. She  was banned for 1 year and has been unsuccessful in all balloting exercises to date .

As she is living in a 3-room flat with her parents and 2 brothers , she hopes HDB can assist secure her a unit. 

Please assist to advise her accordingly.",Rejected,Note that it is a duplicated case.,N,N,N,
2406040712,East Coast GRC - Bedok,Heng Swee Keat,JASBIR KAUR D/O RANJIT SINGH GILL,27-Jun-56,Indian,Condominium / Private Apartment,S1167772Z,92726956,5-Jun-24,1-Jul-24,Housing & Development Board (HDB),,Sales Matters,Appeal Closed,"According to resident, she has not received any reply with regard to her appeal below which was sent on 8 May 2024. 

Please assist to look at the appeal and reply to Mdm Jasbir as soon as possible.
---------------------------------------
Mdm Jasbir Kaur d/o Ranjit Singh Gill (S1167772Z) secured a 2R flexi flat under the Senior Priority Scheme (SPS) to be near her youngest son.

As part of the SPS, her son is not allowed to move to any property located more than 4 km radius from the booked flat for 10 years. As her son has already stayed in his flat for 2 years and her booked flat will only be ready in about 4 years' time, she is appealing for HDB to waiver or shorten the 10 years MOP period. She does not want to lose this flat or be debarred, if she chooses to cancel this application.

Please seek to advise her accordingly.
----------------------------------------",Rejected,"Thank you for your referral of 5 Jun 2024 (Ref: 008-2406040712) about Mdm Jasbir
Kaur D/o Ranjit Singh Gill's appeal.",N,N,N,
2406040711,East Coast GRC - Bedok,Heng Swee Keat,KU PING PING,11-Apr-83,Chinese,HDB 4 Room,S8377269G,83234919,5-Jun-24,7-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Singapore Citizenship,Appeal Closed,"Mdm Ku Ping Ping, NRIC SXXXX269G, had applied for Singapore Citizenship on 3 April 2023.

We have written to your agency in March 2024 to request an outcome of the application.  ICA had informed the applicant on 21 March 2024  that her application is being assessed.

As it is now 14 months since the application was submitted, Mdm Ku would like to know the outcome of the application.

It would greatly be appreciated if you will look into the status and update Mdm Ku, with a copy to me.

Thank you.",Others,"WITH PENDING APPLICATION - Dear Mr Heng Swee Keat

We refer to your email/letter on behalf of Mdm Ku Ping Ping.

We have replied to the appellant on 07 Jun 2024 that we will inform her on the outcome of her Singapore Citizenship application once it has been finalized.

Thank you.",N,N,N,
2406040710,East Coast GRC - Bedok,Heng Swee Keat,LIM YOK LIA@LIM YOK HOON,10-Nov-44,Chinese,HDB 3 Room,S1733048I,93659849,5-Jun-24,7-Jun-24,National Environment Agency (NEA),,Mosquito breeding offence,Appeal Closed,"Mdm Lim Yok Lia (SXXXX048I) is appealing to NEA for a waiver or reduction of a fine for her mosquito breeding offence.

Mdm Lim was charged for mosquito breeding (NEA-0046965-23) on 24/05/24 as water accumulated in her flower pot despite her putting a plastic bag on it. Mdm Lim used a plastic bag to cover the soil on her flowerpot to prevent excess stagnant water from accumulating, however during the rainy season the water seeped through holes in the plastic bag resulting in stagnant water accumulation. Mdm Lim hadn’t realised that there would be holes in the bag and hence did not clear the pot of its water.

Mdm Lim is appealing to NEA to waive or reduce her fine as not only is this her first-time offence, but she also did not mean to allow the water to accumulate inside the plastic bag. Her putting the plastic bag in the first place was meant to prevent such incidents from occurring. Mdm Lim hopes NEA can relook at her case (e.g. via photographs) and compassionately reduce the fine.

Please respond to Mdm Lim via email (yokualim19@gmail.com) with a copy for my reference. Thank you.",Others,To submit appeal after investigations are completed. - Please see attached,N,N,N,
2406040709,East Coast GRC - Bedok,Heng Swee Keat,HENG PEY SUAN,19-Aug-81,Chinese,HDB 4 Room,S8126214D,90728317,5-Jun-24,19-Jun-24,Housing & Development Board (HDB),,Sales Matters,Appeal Closed,"Mr Tan Wei Hao S----494F bought a three-room flat at Blk 232 Ang Mo Kio Avenue 3 #11-1218 before his marriage to Ms Heng Pey Suan S----214D, who also has a four-room flat at Blk 7 Bedok South Avenue 2 #05-326. 

Both were married 3 weeks ago on 18 May 2024. As both of them own HDB flats, Mr Tan would like to sell his three-room flat which is before 5 years MOP. He wishes to know if he could sell this flat in the open market as selling back to HDB would result in a financial loss to him. Alternatively, he is also asking whether he can retain the three-room flat for another 2 years and sell after 5 years' of  MOP.

Please seek to advise him accordingly.",Rejected,"Dear MP, HDB is unable to accede to the appellant's request to sell her
husband's HDB Flat on the open market within the 5-year MOP, as her flat at
Bedok Sth has met the requisite occupation period.",N,N,N,
2406040708,East Coast GRC - Bedok,Heng Swee Keat,ZALEHAR BINTE MOHAMED HUSSAIN,20-Jul-55,Malay,HDB 3 Room,S1186966A,94525344,5-Jun-24,13-Jun-24,Ministry of Manpower (MOM),,"Work Pass matters (e.g. Work pass applications & renewals, quotas, levy, marriage approvals)",Appeal Closed,"My constituent sought my assistance to appeal to MOM to allow Minarsih (00562551) to continue working with her. 

She understands the severity of Minarsih’s action when she underdeclared her age upon starting employment in Singapore in 2006, but she wishes to assure MOM that she was not the first employer of Minarsih. Minarsih has been working in Singapore for the past 18 years and only in the last 7 years did she work with Mdm Zalehar. 

According to Mdm Zalehar, in no time was she aware of Minarsih’s action one decade ago and in no way was she complicit in this decision. It was Mdm Zalehar that triggered this clarification in birth date. Mdm Zalehar wishes to let MOM know that this case is truly unique because she has formed a close bond with her MDW to the point that she trusts her with her well-being and life. She has become like a family member. 

Mdm Zalehar is undergoing a few hospital procedures in the coming months and not renewing Minarsih’s contract will be hurting her much more than Minarsih. She wishes to appeal to MOM to allow Minarsih to extend her contract.

Please assist to advise her accordingly.",Rejected,MDW has provided false declaration/documents to MOM hence she is no longer eligible for a Work Permit. We have informed appellant to cancel the MDW's Work Permit and arrange to repatriate her.,N,N,N,
2406040707,East Coast GRC - Bedok,Heng Swee Keat,YEO MUI LENG,27-Sep-62,Chinese,HDB 5 Room,S1569616H,90704604,5-Jun-24,19-Jun-24,Central Provident Fund Board (CPF),,Others,Appeal Closed,"The resident, Ms Yeo Mui Leng, will like to make an appeal for early withdrawal of her CPF funds.

Ms Yeo has previously attended MPS but CPF has gotten back to her and rejected her appeal as she is not under the Life Expectancy category.

The reason for her appeal is the same as the previous time when she attended MPS. We have retrieved the details from the previous case and attached it below.

(Ms Yeo has been diagnosed with psoriatic arthritis since 2017, and suffers from severe joint pains everyday. She is unemployed since Dec 2023 because of her sickness. Her medical bills are about $800 - $1000+ every month. She is in pain and has to take Grab every time she needs to travel. She does not want to sell her home or get a loan to maintain her expenses.)

Furthermore, Ms Yeo has made efforts to look for a job and is willing to work but potential employers are unwilling to employ her due to her illness. As such, Ms Yeo feels 'stuck' and is currently living on her savings which is unsustainable in the long run. 

Thus, she hopes that CPF will be able to relook into her situation as soon as possible and approve the early withdrawal of her CPF funds on an exceptional basis.",Approved,"Reroute to other agency: false

Dear Mr Heng

We refer to Mdm Yeo Mui Leng’s request made through your office on 5 June 2024
to withdraw your CPF savings due to your medical condition.

We have written to Mdm Yeo on 19 June 2024 to address her request. We enclose a
copy of our reply for your record.

Thank you.

Yours sincerely

Chee See Fong (Mrs)
Senior Deputy Director
Retirement Withdrawals Department
Central Provident Fund Board",N,N,N,
2406040693,East Coast GRC - Bedok,Heng Swee Keat,BRANDON JIA WEI HERN,21-Sep-03,Chinese,HDB 4 Room,T0327043I,81375989,5-Jun-24,6-Jun-24,MHA - Singapore Police Force: Police Case (SPF-PC),,Others / Matters related to police case,Appeal Closed,"My resident, Mr Brandon Hia Wei Hern, would like to appeal regarding a police case which involved him getting into a fight with his friend on 28 May at Parklane.

Mr Hia was drinking with his friend and had gotten drunk. He then got into a fight with his friend. A passerby made a police report and upon the police arrival on the scene, Mr Hia is alleged to have kicked a police officer. However, as Mr Hia was drunk he is unable to recall such an incident happening and is currently under investigations. (Report Number: E/20240530/2001, Investigation Officer: SGT 3 Ong Wei Sheng Brian). He is due to report to Tanglin Division HQ next Monday 10 Jun 2024 at 13:00. 

Mr Hia is deeply apologetic for his actions and only acted due to the influence of alcohol. As this is his first time committing such an offence, he hopes that the police can be lenient with him and let him off with a stern warning.

Mr Hia is due to start university in NUS Data Analytics in August this year and hopes that this case will not affect his entry to university.",Approved,"Dear MP,

We have replied to the appellant to address his appeal. Please see a copy of the reply as attached for reference. 

Thank you.",N,N,N,
2406040691,East Coast GRC - Bedok,Heng Swee Keat,MA KYI AYE,12-Mar-74,Chinese,HDB 3 Room,S7463137A,81642998,5-Jun-24,12-Jun-24,Housing & Development Board (HDB),,Others,Appeal Closed,"Ms Ma Kyi Aye, is writing to appeal with regard to her flat's condition as she is currently living above a newly opened supermarket at Block 18. 

Ms Ma has stated that when the weather is rainy, the air conditioning from the supermarket at the ground floor (just underneath her apartment) causes her apartment’s floor to form puddles of water due to the condensation. 

She has previously reached out to HDB multiple times and they have, in the past, sent their representatives to look into the issue. However, as Ms Ma can only speak mandarin, the previous attempts to resolve the issue were unsuccessful as a Malay-speaking officer came to look into the issue that she faced. As this issue is only evident during the rainy weather, it was very difficult for Ms Ma to explain the situation she is currently facing in the past. 

This affects her family’s living condition as the slippery floor makes leads to frequent falls. Furthermore, she currently has a tenant and her tenant has reported that she had fallen on numerous occasions. 

Please consider her appeal and get back to her at her mobile 81642998 through call or message. If it is possible, do send a Chinese-speaking officer to attend to her.",Approved,"HDB have attended resident's feedback. We have visited the supermarket below and
discussed with the staffs that they are to work with their contractor to resolve
the issue.",N,N,N,
2406040689,East Coast GRC - Bedok,Heng Swee Keat,NUR YADIY BIN HASAN,10-Jul-92,Malay,HDB 4 Room,S9223965I,92227385,5-Jun-24,21-Jun-24,National Environment Agency (NEA),,Others,Appeal Closed,"Mr Nur Yadiy Bin Hasan S----965I has to attend state court 4AN no. CC8240525033 on 2 July 2024 at 6.00pm, for smoking at a restricted zone. 

On 3 Jun 2024, he  went to the Western Regional Office to enquire for an interpretation of 'the smoking offence being withdrawn and that the charge for the offence is non-compoundable' which was stated in the letter of Notice to Attend Court to him.

The officer said that Mr Nur Yadiy had hurled vulgarities at the NEA officer. However, he claims that he had no intention of scolding the officer, and was actually 'swearing at himself' for being caught in the act. As such, he wishes to withdraw the statement and wishes to apologise for any misunderstanding. He regrets what he has committed, and wishes to apologise to the officer. 

Mr Nur Yadiy would like to appeal for leniency as has recently lost his job, and is quite frustrated with his life. 

Please seek to advise him accordingly.",Others,We have requested Mr Nur Yadiy Bin Hasan to submit supporting documents. - We have requested Mr Nur Yadiy Bin Hasan to submit supporting documents.,N,N,N,
2406040706,East Coast GRC - Bedok,Heng Swee Keat,TAN MIN YING,11-Jun-77,Chinese,HDB 2 Room,S7715566Z,91477761,5-Jun-24,25-Jun-24,Housing & Development Board (HDB),,Renting from HDB,Appeal Closed,"My constituent has sought my assistance to appeal to HDB to allow her more time in her rental flat in Tampines while she tries to secure a flat of her own. She will be applying for Sale of Balance flats immediately and she will continue to do so for the next six months. 

If she is unable to secure of Sale of Balance flat, she will then proceed to apply for a BTO flat from November 2024, with hope that is enough securing to HDB that her current rental is only an interim housing measure. She is appealing to HDB to allow her to stay in her rental flat while she sorts out her flat ownership. Sale of Balance will be ideal because she can get the flat sooner. SHe understands the low probability and therefore wishes to assure HDB that after 6 months, she will proceed with a BTO application. 

Kindly reply to her direct with a copy to me.",Rejected,"Dear Mr Heng, the appellant, Ms Tan Min Ying has asked to be allowed to renew
the tenancy of the rental flat at Blk 872A Tampines St 856 #13-31. Ms Tan was
allocated the 2-room rental flat with her spouse under the Interim Rental
Housing Scheme (IRH) where it is a temporary accommodation while she and her
spouse plan for a long term accommodation. Subsequently, she was separated from
her spouse.. In view of the change of family circumstances, HDB had made an
exception to renew the tenancy for 1 year from 1 Nov 2023 to 30 Oct 2024 while
she plans for her long term accommodation during the period. However, to-date,
she has neither booked an HDB Build-To-Order flat nor purchased a resale flat.
We have considered her request. As she is ineligible to continue renting the
2-room IRH flat upon expiry of the tenancy on 30 Oct 2024, we are unable to
renew the tenancy as sufficient time has been given to her to source for long
term accommodation. She has been advised to look for an alternative
accommodation.",N,N,N,
2406040714,East Coast GRC - Bedok,Heng Swee Keat,Lai Meng Lie,1-Jan-84,Chinese,HDB 3 Room,S8873158A,96515260,5-Jun-24,14-Jun-24,Ministry of Education (MOE),,Others,Appeal Closed,"Ms Lai’s earlier application as a parent volunteer at Yu Neng Primary School was rejected. 

Her daughter, Teo Sze Yenn (T1920019) is currently studying at a PCF Centre near her parent’s home. Her daughter is vocal at home, loves art and Chinese instrument music.  

As they would like to nurture her further as she progresses into her primary education, she hopes to enrol her into Yu Neng Primary School which is near to her parents’ place too. Furthermore, Yu Neng Primary school has Chinese Orchestra as CCA.

Please assist to advise her accordingly.",Rejected,Refer to email reply attached.,N,N,N,
2406040705,East Coast GRC - Fengshan,Heng Swee Keat,LIM SIEW TIN,8-Nov-51,Chinese,HDB 5 Room,S0120816J,97806254,5-Jun-24,13-Jun-24,JTC Corporation (JTC),,Appeal relating to allocation/tenancy & lease management matters,Appeal Closed,"Ms Lim Siew Tin is appealing with regard to renting a factory space from JTC (either Bedok or Tampines) for her business (sale of metal parts i.e. air-conditioning, car parts, etc.). 

In the past, she has tried to look out for a factory store but as her business deals with heavy metal parts, she can only apply for stores on the ground floor. 

Ms Lim has indicated that she is very bored at home and her regular customers in the past have reached out in support of her business and was very disappointed when she had to close her business. Furthermore, she feels that she let her employees down when she had to close down her business so abruptly. She briefly mentioned that she has been idling at home and this has taken a toll on her mental well-being. 

Please assist to advise her accordingly and do reach out to her at her mobile number (97806254) or through mail.",Rejected,"We have communicated to the appellant on 11 June 2024 that JTC industrial premises is not suitable for her proposed usage of storage of scrap metals as such trades will pose environmental and safety risks to the surrounding users.

The appellant may wish to look for other options in the private industrial market that can accommodate her business needs.

As a follow up, we have also mailed to the appellant on 13 June 2024, informing her our decision to reject her appeal.

Attached our reply to the appellant.",N,N,N,
2406040704,East Coast GRC - Fengshan,Heng Swee Keat,GOH CHONG YEE,24-Apr-68,Chinese,HDB 3 Room,S6815048E,88758337,5-Jun-24,5-Jul-24,Housing & Development Board (HDB),,Others,Appeal Closed,"On 15 May 2024, I have written to your agency to enquire about the status of the application for BTO flat of my resident, Mr Goh Chong Yee (SXXXX048E).

Mr Goh owns a flat in Sengkang that he has paid off fully. He wishes to to move to Bedok area so that he will be closer to his aged parents, both of whom are suffering from early-onset dementia and cancer. Mr Goh is eager to move to the same neighbourhood as his parents so as to care for them.  His constant travel between Sengkang and Bedok is taking a toll on him, especially since Mr Goh has also been diagnosed with cancer and has undergone operations, making constant traveling very tiring for him.

Mr Goh began applying for a BTO 2 years ago and has not been successful in securing a flat. Mr Goh had previously submitted an appeal, and HDB had reverted to him with a document stating that he had to produce a 12-month commission payslip, a CPF contribution report, his Credit Bureau Report as well as Form B. All the supporting documents were submitted in early April last year (2023), as well as his Credit Bureau Report at the end of last year. He is unable to produce a CPF report as he is currently working under Comfort Delgro, and as a platform worker, he is only required to contribute his earnings to Medisave. Thus, he does not have any form of CPF contribution and would not be able to produce any CPF report for submission purposes.

Mr Goh would like to apply for BTO in Bedok in June this month, and he understood from HDB that this will be the last BTO available for Bedok.

Kindly look into his appeal urgently and advise him accordingly. Mr Goh would like to live in Bedok so that he can take care of his parents. Do contact him directly at 8875 8337. 

Please send us a copy of your reply.",Others,"Please refer to our earlier reply sent via [008-2407020666] on - 5/7/2024.

We have sent our reply to the appellant on 5 Jul 2024 through our ref:
202407030008030913.",N,N,N,
2406040703,East Coast GRC - Siglap,Heng Swee Keat,POH KANG WEI,10-Mar-86,Chinese,Landed Property,S8606285B,90400620,5-Jun-24,19-Jun-24,Ministry of Manpower (MOM),,"Migrant Workers Management (e.g. Employment agency, migrant domestic workers, illegal employment, phantom workers)",Appeal Closed,"My resident, Mr Poh Kang Wei, would like to make an appeal to MOM regarding the suspension of his migrant workers' accounts.

As his migrant workers' accounts are suspended till end of August 2024, Mr Poh is unable to apply for foreign workers' permits. His workers' accounts were suspended due to illegal employment (MOM Reference: FMMD/IP/202308/00052). 

Mr Poh is hoping that MOM may shorten the suspension period so that he may apply for the foreign workers' permits so that they may start working again. Furthermore, Mr Poh has recently paid a fine of $26,000 on 27 May 2024 and was surprised upon being informed by the officer that there was a further penalty being imposed of the suspension of his workers' account.

Thus, he is hoping that MOM can be lenient and relook into the suspension period of his workers.",Approved,Appeal is acceded to and the BL will be lifted.,N,N,N,
